category,review,text_input,clean_text,rating,sentiment,label
olahraga,"barang sdh saya trima, cepet nyampenya.. tq","kategori olahraga ulasan barang sdh saya trima, cepet nyampenya.. tq",kategori olahraga ulasan barang sudah saya terima kasih cepat nyampenya terima kasih,4,positif,2
makanan_minuman,sesuai pesanan pengiriman cepat kualitas segar dapat bonus,kategori makanan_minuman ulasan sesuai pesanan pengiriman cepat kualitas segar dapat bonus,kategori makanan minuman ulasan sesuai pesanan pengiriman cepat kualitas segar dapat bonus,5,positif,2
kecantikan,"pesan cetaphil facial wash, yang datang malah avoskin refining toner 20ml pula. seller dihubungi tapi tidak direspon","kategori kecantikan ulasan pesan cetaphil facial wash, yang datang malah avoskin refining toner 20ml pula. seller dihubungi tapi tidak direspon",kategori kecantikan ulasan pesan cetaphil facial wash yang datang bahkan avoskin refining toner ml pula seller dihubungi tapi tidak direspon,1,negatif,0
pertukangan,Kualitas barang tidak masalah.. hanya pengiriman konyol..padahal pakai PLUS yg katanya diutamakan dan lebih cepat. di aplikasi hampur 2 minggu ngga sampai2..setelah komplen barang sampai.. tp anehnya diaplikasi ngga diupdate kalau barang sidah sampai..sampai sekarang.. gimana Indonesia mau maju kalau orang2nya kayak gini.. ga adil sih kasih bintang 1 karena kesalahan kurir.. soalnya toped ngga ada penilaian tersendiri utk barang dan pelayanan.,kategori pertukangan ulasan Kualitas barang tidak masalah.. hanya pengiriman konyol..padahal pakai PLUS yg katanya diutamakan dan lebih cepat. di aplikasi hampur 2 minggu ngga sampai2..setelah komplen barang sampai.. tp anehnya diaplikasi ngga diupdate kalau barang sidah sampai..sampai sekarang.. gimana Indonesia mau maju kalau orang2nya kayak gini.. ga adil sih kasih bintang 1 karena kesalahan kurir.. soalnya toped ngga ada penilaian tersendiri utk barang dan pelayanan.,kategori pertukangan ulasan kualitas barang tidak masalah hanya pengiriman konyol padahal pakai plus yang katanya diutamakan dan lebih cepat di aplikasi hampur minggu tidak sampai setelah komplain barang sampai tapi anehnya diaplikasi tidak terbaru kalau barang sidah sampai sampai sekarang bagaimana indonesia mau maju kalau orang nya kayak gini tidak adil sih kasih bintang karena kesalahan kurir soalnya toped tidak ada penilaian tersendiri untuk barang dan pelayanan,1,negatif,0
fashion,Barang datang dengan selamat wal&#39;afiat gan,kategori fashion ulasan Barang datang dengan selamat wal&#39;afiat gan,kategori fashion ulasan barang datang dengan selamat wal afiat juragan,5,positif,2
olahraga,Response Bagus Dan pengiriman cepat,kategori olahraga ulasan Response Bagus Dan pengiriman cepat,kategori olahraga ulasan respon bagus dan pengiriman cepat,5,positif,2
elektronik,"ok lah sesuai dengan pesanan, semoga sukses selalu","kategori elektronik ulasan ok lah sesuai dengan pesanan, semoga sukses selalu",kategori elektronik ulasan oke lah sesuai dengan pesanan semoga sukses selalu,5,positif,2
makanan_minuman,"cuman pake dus aja gak dikasih buble wrap dan dusnya pas sampe udah kebuka gitu, untungnya barang lengkap.
pengiriman lama, alasannya banyak pesanan","kategori makanan_minuman ulasan cuman pake dus aja gak dikasih buble wrap dan dusnya pas sampe udah kebuka gitu, untungnya barang lengkap.
pengiriman lama, alasannya banyak pesanan",kategori makanan minuman ulasan cuman pakai dus saja tidak kasih buble wrap dan dusnya pas sampai sudah kebuka gitu untungnya barang lengkap pengiriman lama alasannya banyak pesanan,2,negatif,0
olahraga,barang tiba dengan baik..  thanks...,kategori olahraga ulasan barang tiba dengan baik..  thanks...,kategori olahraga ulasan barang tiba dengan baik terima kasih,4,positif,2
kecantikan,Maaf klau saya kasi bintang 1 kurir nya engga ramah,kategori kecantikan ulasan Maaf klau saya kasi bintang 1 kurir nya engga ramah,kategori kecantikan ulasan maaf kalau saya kasih bintang kurir nya engga ramah,1,negatif,0
fashion,"Bagus, imut jamnya. Lumayan buat koleksi. Pengiriman dengan gojek ke tangerang sejam nyampe","kategori fashion ulasan Bagus, imut jamnya. Lumayan buat koleksi. Pengiriman dengan gojek ke tangerang sejam nyampe",kategori fashion ulasan bagus imut jamnya lumayan buat koleksi pengiriman dengan ojek online ke tangerang sejam sampai,5,positif,2
makanan_minuman,"sesuai deskripsi, respon cepat, expired masih lama","kategori makanan_minuman ulasan sesuai deskripsi, respon cepat, expired masih lama",kategori makanan minuman ulasan sesuai deskripsi respon cepat expired masih lama,5,positif,2
makanan_minuman,Tempenya bungkus plastik.. aku krg suka kalo yg pake plastik.. gambarnya pake daun ya..,kategori makanan_minuman ulasan Tempenya bungkus plastik.. aku krg suka kalo yg pake plastik.. gambarnya pake daun ya..,kategori makanan minuman ulasan tempenya bungkus plastik aku krg suka kalau yang pakai plastik gambarnya pakai daun iya,3,netral,1
olahraga,"barang sudah diterima, biar rate yang berbicara :D","kategori olahraga ulasan barang sudah diterima, biar rate yang berbicara :D",kategori olahraga ulasan barang sudah diterima biar nilai yang berbicara di,5,positif,2
kecantikan,Sisir ny gak ada. Paket ny cmn kerdus kecil aja penyok2 lah.,kategori kecantikan ulasan Sisir ny gak ada. Paket ny cmn kerdus kecil aja penyok2 lah.,kategori kecantikan ulasan sisir ny tidak ada paket ny cmn kerdus kecil saja penyok lah,3,netral,1
olahraga,semoga awet dan berfungsi baik,kategori olahraga ulasan semoga awet dan berfungsi baik,kategori olahraga ulasan semoga awet dan berfungsi baik,5,positif,2
elektronik,"pengiriman cepat, barang sesuai gambar, murah, semoga awet","kategori elektronik ulasan pengiriman cepat, barang sesuai gambar, murah, semoga awet",kategori elektronik ulasan pengiriman cepat barang sesuai gambar murah semoga awet,5,positif,2
kecantikan,SANGAT GA SOPAN BANGET PACKAGING NYA MENTANG MENTANG CUMA BELI SATU TP MASALAH INI KAN KACA YA TEMPAT NYA KALO PECAH GIMANAAA,kategori kecantikan ulasan SANGAT GA SOPAN BANGET PACKAGING NYA MENTANG MENTANG CUMA BELI SATU TP MASALAH INI KAN KACA YA TEMPAT NYA KALO PECAH GIMANAAA,kategori kecantikan ulasan sangat tidak sopan banget packaging nya mentang mentang cuma beli satu tapi masalah ini kan kaca iya tempat nya kalau pecah gimanaaa,2,negatif,0
fashion,"terima kasih kak barangnga sudah sampai :) bagus dan sesuai ukuran, recommended","kategori fashion ulasan terima kasih kak barangnga sudah sampai :) bagus dan sesuai ukuran, recommended",kategori fashion ulasan terima kasih kak barangnga sudah sampai bagus dan sesuai ukuran rekomendasi,5,positif,2
makanan_minuman,selalu oke .. kobe official dari segi pengemasan dan respon. harga murah. rasa gurih kriuk ayam gorengny. tidak terlalu asin. terimaksih admin. toped dan kurir 🙏👍🏻,kategori makanan_minuman ulasan selalu oke .. kobe official dari segi pengemasan dan respon. harga murah. rasa gurih kriuk ayam gorengny. tidak terlalu asin. terimaksih admin. toped dan kurir 🙏👍🏻,kategori makanan minuman ulasan selalu oke kobe official dari segi pengemasan dan respon harga murah rasa gurih kriuk ayam gorengny tidak terlalu asin terimaksih admin toped dan kurir terima kasih bagus,5,positif,2
makanan_minuman,"Puas bangettt.. Recommended belanja disini. Packingan spt belanja sayur di supermarket. Sayurannya segar, ngga ada yg layu. Pengiriman tepat waktu","kategori makanan_minuman ulasan Puas bangettt.. Recommended belanja disini. Packingan spt belanja sayur di supermarket. Sayurannya segar, ngga ada yg layu. Pengiriman tepat waktu",kategori makanan minuman ulasan puas bangettt rekomendasi belanja disini packingan seperti belanja sayur di supermarket sayurannya segar tidak ada yang layu pengiriman tepat waktu,5,positif,2
fashion,"barang sesuai dengan pesanan dan pengiriman cepat, terima kasih","kategori fashion ulasan barang sesuai dengan pesanan dan pengiriman cepat, terima kasih",kategori fashion ulasan barang sesuai dengan pesanan dan pengiriman cepat terima kasih,5,positif,2
kecantikan,Beli 2 produk yg dikirim salah smua. bukan salah 1 tp smua barang yg dikirim salahhh tidak sesua pesanan pdhl sudah tertera dg jelas apa saja produknya,kategori kecantikan ulasan Beli 2 produk yg dikirim salah smua. bukan salah 1 tp smua barang yg dikirim salahhh tidak sesua pesanan pdhl sudah tertera dg jelas apa saja produknya,kategori kecantikan ulasan beli produk yang dikirim salah semua bukan salah tapi semua barang yang dikirim salahhh tidak sesua pesanan padahal sudah tertera dg jelas apa saja produknya,1,negatif,0
fashion,"Cepet sampenya, barang sesuai deskripsi","kategori fashion ulasan Cepet sampenya, barang sesuai deskripsi",kategori fashion ulasan cepat sampenya barang sesuai deskripsi,5,positif,2
pertukangan,"Kualitas produk: Bahan tebal, material bagus","kategori pertukangan ulasan Kualitas produk: Bahan tebal, material bagus",kategori pertukangan ulasan kualitas produk bahan tebal material bagus,5,positif,2
hiburan,Batre d iklan 3 dtng 1,kategori hiburan ulasan Batre d iklan 3 dtng 1,kategori hiburan ulasan baterai di iklan datang,3,netral,1
makanan_minuman,"Sedaap mi baked udh diterima sesuai pesanan dan aman. Seller packing rapai pakai bubble wrap, jdi mi aman ga remuk. Udh dibuka dan expired msh Mei 2024. Udh dieksekusi juga dan rasanya enak dan segar. Kuahnya kerasa soto juga. Mi nya juga kenyal. Ada bonus crunchy seaweed juga jdi rasanya krius2, makin mantap dah. Ini juga dpt harga diskon jadi Rp 2.500 dan gratis ongkir pula. Mksh dan sukses buat seller yaa","kategori makanan_minuman ulasan Sedaap mi baked udh diterima sesuai pesanan dan aman. Seller packing rapai pakai bubble wrap, jdi mi aman ga remuk. Udh dibuka dan expired msh Mei 2024. Udh dieksekusi juga dan rasanya enak dan segar. Kuahnya kerasa soto juga. Mi nya juga kenyal. Ada bonus crunchy seaweed juga jdi rasanya krius2, makin mantap dah. Ini juga dpt harga diskon jadi Rp 2.500 dan gratis ongkir pula. Mksh dan sukses buat seller yaa",kategori makanan minuman ulasan sedaap mi baked udh diterima sesuai pesanan dan aman seller packing rapai pakai bubble wrap jadi mi aman tidak remuk udh dibuka dan expired masih mei udh dieksekusi juga dan rasanya enak dan segar kuahnya kerasa soto juga mi nya juga kenyal ada bonus crunchy seaweed juga jadi rasanya krius makin bagus sudah ini juga dapat harga diskon jadi rupiah dan gratis ongkos kirim pula mksh dan sukses buat seller yaa,5,positif,2
makanan_minuman,exp.masih lama ... tks seller n tokped🙏😊,kategori makanan_minuman ulasan exp.masih lama ... tks seller n tokped🙏😊,kategori makanan minuman ulasan exp masih lama terima kasih seller dan tokped terima kasih senang,5,positif,2
fashion,"Barang sesuai foto, dan warna sesuai dengan pesanan saya, terimakasih","kategori fashion ulasan Barang sesuai foto, dan warna sesuai dengan pesanan saya, terimakasih",kategori fashion ulasan barang sesuai foto dan warna sesuai dengan pesanan saya terima kasih,5,positif,2
kecantikan,"Baru coba pake ini, gk suka sm bau nya :( bau bahan kimia gitu.. Biasanya pake moisturizer cream nature yg wardah, tp sekarang udh ga ada","kategori kecantikan ulasan Baru coba pake ini, gk suka sm bau nya :( bau bahan kimia gitu.. Biasanya pake moisturizer cream nature yg wardah, tp sekarang udh ga ada",kategori kecantikan ulasan baru coba pakai ini tidak suka sm bau nya bau bahan kimia gitu biasanya pakai moisturizer cream nature yang wardah tapi sekarang udh tidak ada,3,netral,1
hiburan,"Cetakanya gak bagus sama sekali, gak sesuai harga,,,...","kategori hiburan ulasan Cetakanya gak bagus sama sekali, gak sesuai harga,,,...",kategori hiburan ulasan cetakanya tidak bagus sama sekali tidak sesuai harga,1,negatif,0
elektronik,Thanks gan...... .............,kategori elektronik ulasan Thanks gan...... .............,kategori elektronik ulasan terima kasih juragan,5,positif,2
kecantikan,Katanya beli 2 gratis 1 kok nga ada barng yg gratis 1,kategori kecantikan ulasan Katanya beli 2 gratis 1 kok nga ada barng yg gratis 1,kategori kecantikan ulasan katanya beli gratis kok nga ada barng yang gratis,1,negatif,0
fashion,"pesan 2 satunya warna pink tapi yang dikirim warna hitam semua, lebih teliti dong kak","kategori fashion ulasan pesan 2 satunya warna pink tapi yang dikirim warna hitam semua, lebih teliti dong kak",kategori fashion ulasan pesan satunya warna pink tapi yang dikirim warna hitam semua lebih teliti dong kak,2,negatif,0
elektronik,produk sesuai pesanan....respon super cepat...mantap,kategori elektronik ulasan produk sesuai pesanan....respon super cepat...mantap,kategori elektronik ulasan produk sesuai pesanan respon super cepat bagus,5,positif,2
elektronik,Barang sudah di terima dan berfungsi dengan baik.,kategori elektronik ulasan Barang sudah di terima dan berfungsi dengan baik.,kategori elektronik ulasan barang sudah di terima dan berfungsi dengan baik,5,positif,2
elektronik,thx gan berfungsi dgn baik.. cepat pulaa,kategori elektronik ulasan thx gan berfungsi dgn baik.. cepat pulaa,kategori elektronik ulasan terima kasih juragan berfungsi dengan baik cepat pulaa,5,positif,2
elektronik,"Barang sudah sambai dengan baik...
It So Good Seller Fast Respont","kategori elektronik ulasan Barang sudah sambai dengan baik...
It So Good Seller Fast Respont",kategori elektronik ulasan barang sudah sambai dengan baik it so bagus seller cepat respont,5,positif,2
olahraga,bahan oke mantap.. sipp.. kualitas joss..,kategori olahraga ulasan bahan oke mantap.. sipp.. kualitas joss..,kategori olahraga ulasan bahan oke bagus sipp kualitas joss,5,positif,2
olahraga,terima kasih semoga awet ya,kategori olahraga ulasan terima kasih semoga awet ya,kategori olahraga ulasan terima kasih semoga awet iya,5,positif,2
olahraga,"Entah sengaja menipu atau kelalaian admin, tapi ini Barang hanya seberat 10 gram tapi diberitahukan seberat 3,0kg di deskripsi. sehingga yg harusnya ongkir 0 menjadi 12.000, penjual tidak jujur. di invoice pembeli harus bayar 12.000, padahal di resi kirim hanya 0. silakan lihat buktinya di foto dan video. bukan nominalnya yg bermasalah, tapi kejujurannya yg penting.","kategori olahraga ulasan Entah sengaja menipu atau kelalaian admin, tapi ini Barang hanya seberat 10 gram tapi diberitahukan seberat 3,0kg di deskripsi. sehingga yg harusnya ongkir 0 menjadi 12.000, penjual tidak jujur. di invoice pembeli harus bayar 12.000, padahal di resi kirim hanya 0. silakan lihat buktinya di foto dan video. bukan nominalnya yg bermasalah, tapi kejujurannya yg penting.",kategori olahraga ulasan entah sengaja menipu atau kelalaian admin tapi ini barang hanya seberat gram tapi diberitahukan seberat kg di deskripsi sehingga yang harusnya ongkos kirim menjadi penjual tidak jujur di invoice pembeli harus bayar padahal di resi kirim hanya silakan lihat buktinya di foto dan video bukan nominalnya yang bermasalah tapi kejujurannya yang penting,1,negatif,0
makanan_minuman,"Cepet banget sampainya. Untung tepungnya ga bocor, pengemasannya rapi. Exp date juga masih lama. Thanks!","kategori makanan_minuman ulasan Cepet banget sampainya. Untung tepungnya ga bocor, pengemasannya rapi. Exp date juga masih lama. Thanks!",kategori makanan minuman ulasan cepat banget sampainya untung tepungnya tidak bocor pengemasannya rapi exp date juga masih lama terima kasih,5,positif,2
olahraga,"thanks paket sudah sampai, celananya juga bagus","kategori olahraga ulasan thanks paket sudah sampai, celananya juga bagus",kategori olahraga ulasan terima kasih paket sudah sampai celananya juga bagus,5,positif,2
olahraga,"Respon ok....brgnya sesuai gambar.......
Brg bagus kuat tebal....tq Gan...","kategori olahraga ulasan Respon ok....brgnya sesuai gambar.......
Brg bagus kuat tebal....tq Gan...",kategori olahraga ulasan respon oke brgnya sesuai gambar barang bagus kuat tebal terima kasih juragan,5,positif,2
kecantikan,"packingnya mantep bgt, rapi dan beberapa lapis jd bener2 aman ga pecah","kategori kecantikan ulasan packingnya mantep bgt, rapi dan beberapa lapis jd bener2 aman ga pecah",kategori kecantikan ulasan packingnya mantap banget rapi dan beberapa lapis jadi benar aman tidak pecah,5,positif,2
hiburan,"pengiriman cepat, packing baik. ceritanya menarik sekali, bikin penasaran untuk baca halaman berikutnya","kategori hiburan ulasan pengiriman cepat, packing baik. ceritanya menarik sekali, bikin penasaran untuk baca halaman berikutnya",kategori hiburan ulasan pengiriman cepat packing baik ceritanya menarik sekali bikin penasaran untuk baca halaman berikutnya,5,positif,2
makanan_minuman,"saya ksh bintang 3 saolnya.difoto gmbar susunya ada tulisan beli 1 kotak 750 gram gratis 1 kotak 750 gram.ehh yg dtang cuma 1 doang,,,,,","kategori makanan_minuman ulasan saya ksh bintang 3 saolnya.difoto gmbar susunya ada tulisan beli 1 kotak 750 gram gratis 1 kotak 750 gram.ehh yg dtang cuma 1 doang,,,,,",kategori makanan minuman ulasan saya ksh bintang saolnya difoto gmbar susunya ada tulisan beli kotak gram gratis kotak gram ehh yang dtang cuma doang,3,netral,1
elektronik,Barang udah diterima dan berfungsi dengan baik. Bintang 5.,kategori elektronik ulasan Barang udah diterima dan berfungsi dengan baik. Bintang 5.,kategori elektronik ulasan barang sudah diterima dan berfungsi dengan baik bintang,5,positif,2
fashion,"Pengiriman cepat, barang bagus, recommended seller","kategori fashion ulasan Pengiriman cepat, barang bagus, recommended seller",kategori fashion ulasan pengiriman cepat barang bagus rekomendasi seller,5,positif,2
pertukangan,Barang sesuai,kategori pertukangan ulasan Barang sesuai,kategori pertukangan ulasan barang sesuai,5,positif,2
fashion,Barang bagus.. pengiriman cepet..,kategori fashion ulasan Barang bagus.. pengiriman cepet..,kategori fashion ulasan barang bagus pengiriman cepat,5,positif,2
pertukangan,"sesuai, terima kasih","kategori pertukangan ulasan sesuai, terima kasih",kategori pertukangan ulasan sesuai terima kasih,5,positif,2
makanan_minuman,"Beras favorite dr jaman dulu. Pricey tapi memang enak. Seller luar biasa respon cepat, packaging super aman.","kategori makanan_minuman ulasan Beras favorite dr jaman dulu. Pricey tapi memang enak. Seller luar biasa respon cepat, packaging super aman.",kategori makanan minuman ulasan beras favorite dari jaman dulu pricey tapi memang enak seller luar biasa respon cepat packaging super aman,5,positif,2
makanan_minuman,"Packaging rapi dan bersih, tahunya juga kualitasnya baik. Sangat membantu di saat pandemi 👍","kategori makanan_minuman ulasan Packaging rapi dan bersih, tahunya juga kualitasnya baik. Sangat membantu di saat pandemi 👍",kategori makanan minuman ulasan packaging rapi dan bersih tahunya juga kualitasnya baik sangat membantu di saat pandemi bagus,5,positif,2
hiburan,"Sudah 3x beli
Tapi sayang yg ketiga x nya cuma satu mic nya berpungsi","kategori hiburan ulasan Sudah 3x beli
Tapi sayang yg ketiga x nya cuma satu mic nya berpungsi",kategori hiburan ulasan sudah x beli tapi sayang yang ketiga x nya cuma satu mic nya berpungsi,1,negatif,0
olahraga,bagus. empuk dan tebal tapi kenapa ada bolong gitu ya 😟 sedih bgt,kategori olahraga ulasan bagus. empuk dan tebal tapi kenapa ada bolong gitu ya 😟 sedih bgt,kategori olahraga ulasan bagus empuk dan tebal tapi kenapa ada bolong gitu iya sedih banget,4,positif,2
olahraga,"fast respon, barang sesuai, pengiriman cepat","kategori olahraga ulasan fast respon, barang sesuai, pengiriman cepat",kategori olahraga ulasan cepat respon barang sesuai pengiriman cepat,5,positif,2
kecantikan,"Kemasan yang dikirim seperti barang reject. 
bocor dan bagian tutup nya copot. 
padahal pesan di official nya.","kategori kecantikan ulasan Kemasan yang dikirim seperti barang reject. 
bocor dan bagian tutup nya copot. 
padahal pesan di official nya.",kategori kecantikan ulasan kemasan yang dikirim seperti barang reject bocor dan bagian tutup nya copot padahal pesan di official nya,2,negatif,0
olahraga,"barang oke, harga murah, mantap gan....","kategori olahraga ulasan barang oke, harga murah, mantap gan....",kategori olahraga ulasan barang oke harga murah bagus juragan,4,positif,2
kecantikan,kurir pengirim lama dan tidak ada konfirmasi perihal barang sampai,kategori kecantikan ulasan kurir pengirim lama dan tidak ada konfirmasi perihal barang sampai,kategori kecantikan ulasan kurir pengirim lama dan tidak ada konfirmasi perihal barang sampai,3,netral,1
kecantikan,"Sesuai pesanan ini aku pembelian yg ke 2 kali nya di toko ini amanah, kurir nya baik","kategori kecantikan ulasan Sesuai pesanan ini aku pembelian yg ke 2 kali nya di toko ini amanah, kurir nya baik",kategori kecantikan ulasan sesuai pesanan ini aku pembelian yang ke kali nya di toko ini amanah kurir nya baik,5,positif,2
makanan_minuman,packing luar biasa safety bgt..pengiriman cepat dan kualitas produk bagus,kategori makanan_minuman ulasan packing luar biasa safety bgt..pengiriman cepat dan kualitas produk bagus,kategori makanan minuman ulasan packing luar biasa safety banget pengiriman cepat dan kualitas produk bagus,5,positif,2
fashion,"Sudah di terima dengan baik , thx seller sesuai pic. Ukuran imut bgt","kategori fashion ulasan Sudah di terima dengan baik , thx seller sesuai pic. Ukuran imut bgt",kategori fashion ulasan sudah di terima dengan baik terima kasih seller sesuai pic ukuran imut banget,5,positif,2
hiburan,Pengiriman rapi,kategori hiburan ulasan Pengiriman rapi,kategori hiburan ulasan pengiriman rapi,5,positif,2
pertukangan,"toko yang paling ramah, sudah kayak kenal lama. 😆😆😆😆😆","kategori pertukangan ulasan toko yang paling ramah, sudah kayak kenal lama. 😆😆😆😆😆",kategori pertukangan ulasan toko yang paling ramah sudah kayak kenal lama,5,positif,2
olahraga,makasih gan..barang diterima dlm kondiri baik,kategori olahraga ulasan makasih gan..barang diterima dlm kondiri baik,kategori olahraga ulasan terima kasih juragan barang diterima dlm kondiri baik,5,positif,2
kecantikan,"maaf ya HMNS hanya mencoba jujur, untuk wanginya ga sesuai ekspetasi. kaya parfumew di indomaret","kategori kecantikan ulasan maaf ya HMNS hanya mencoba jujur, untuk wanginya ga sesuai ekspetasi. kaya parfumew di indomaret",kategori kecantikan ulasan maaf iya hmns hanya mencoba jujur untuk wanginya tidak sesuai ekspetasi kaya parfumew di indomaret,3,netral,1
makanan_minuman,"Buah, sayur, ayam &amp; daging fresh semua. Pesan jam 8 malam. Keesokan jam 10 pagi sdh sampai. Tp pengemasan bisa diperhatikan. Agar barang ga campur aduk. Pengantar lebih baik pakai box di motor nya. Jangan cuma pakai tas plastik, krn barang belanjaan jd ketumpuk2....","kategori makanan_minuman ulasan Buah, sayur, ayam &amp; daging fresh semua. Pesan jam 8 malam. Keesokan jam 10 pagi sdh sampai. Tp pengemasan bisa diperhatikan. Agar barang ga campur aduk. Pengantar lebih baik pakai box di motor nya. Jangan cuma pakai tas plastik, krn barang belanjaan jd ketumpuk2....",kategori makanan minuman ulasan buah sayur ayam daging fresh semua pesan jam malam keesokan jam pagi sudah sampai tapi pengemasan bisa diperhatikan agar barang tidak campur aduk pengantar lebih baik pakai box di motor nya jangan cuma pakai tas plastik karena barang belanjaan jadi ketumpuk,5,positif,2
makanan_minuman,Teh nya nyaman dan enak bingits. Aroma nya khas. Pokoknya pecinta teh wajib coba. Terus isi nya pas ga terlalu kebanyakan dan travel friendly. Bahkan cocok untuk gift. Terima kasih Haveltea.,kategori makanan_minuman ulasan Teh nya nyaman dan enak bingits. Aroma nya khas. Pokoknya pecinta teh wajib coba. Terus isi nya pas ga terlalu kebanyakan dan travel friendly. Bahkan cocok untuk gift. Terima kasih Haveltea.,kategori makanan minuman ulasan kakak perempuan nya nyaman dan enak bingits aroma nya khas pokoknya pecinta kakak perempuan wajib coba terus isi nya pas tidak terlalu kebanyakan dan travel friendly bahkan cocok untuk gift terima kasih haveltea,5,positif,2
pertukangan,barang berfungsi dengan baik dan pelayanan cepat ok punya,kategori pertukangan ulasan barang berfungsi dengan baik dan pelayanan cepat ok punya,kategori pertukangan ulasan barang berfungsi dengan baik dan pelayanan cepat oke punya,5,positif,2
hiburan,"packing 👍👍, kirim express 👍👍","kategori hiburan ulasan packing 👍👍, kirim express 👍👍",kategori hiburan ulasan packing bagus bagus kirim express bagus bagus,5,positif,2
pertukangan,"ok sesuai,thanks","kategori pertukangan ulasan ok sesuai,thanks",kategori pertukangan ulasan oke sesuai terima kasih,5,positif,2
fashion,pengiriman cepat sampai dan pengemasannya bagus,kategori fashion ulasan pengiriman cepat sampai dan pengemasannya bagus,kategori fashion ulasan pengiriman cepat sampai dan pengemasannya bagus,5,positif,2
kecantikan,"bagus sih produknya cocok cuma sedikit kecewa packagingnya kurang aman + gak ada bublewrapnya, padahal perjalanan jauh dari sidoarjo sampe jakarta.","kategori kecantikan ulasan bagus sih produknya cocok cuma sedikit kecewa packagingnya kurang aman + gak ada bublewrapnya, padahal perjalanan jauh dari sidoarjo sampe jakarta.",kategori kecantikan ulasan bagus sih produknya cocok cuma sedikit kecewa packagingnya kurang aman tidak ada bublewrapnya padahal perjalanan jauh dari sidoarjo sampai jakarta,3,netral,1
makanan_minuman,enak tahunya euy..,kategori makanan_minuman ulasan enak tahunya euy..,kategori makanan minuman ulasan enak tahunya euy,5,positif,2
makanan_minuman,"Top bgt niih.. sdh langganan pastinya. Sempet ngga belanja krn seller tdk ada rekanan bt anter. Untung skrg sdh ada, Trm ksh 🤗🤗","kategori makanan_minuman ulasan Top bgt niih.. sdh langganan pastinya. Sempet ngga belanja krn seller tdk ada rekanan bt anter. Untung skrg sdh ada, Trm ksh 🤗🤗",kategori makanan minuman ulasan top banget niih sudah langganan pastinya sempat tidak belanja karena seller tidak ada rekanan buat antar untung sekarang sudah ada terima ksh,5,positif,2
pertukangan,rekomendasi blanja d sini,kategori pertukangan ulasan rekomendasi blanja d sini,kategori pertukangan ulasan rekomendasi blanja di sini,5,positif,2
hiburan,"Bukunya pas dibuka agak kotor gtu, terus ada beberapa penyokan disisi buku :(","kategori hiburan ulasan Bukunya pas dibuka agak kotor gtu, terus ada beberapa penyokan disisi buku :(",kategori hiburan ulasan bukunya pas dibuka agak kotor gtu terus ada beberapa penyokan disisi buku,3,netral,1
kecantikan,bagus skli,kategori kecantikan ulasan bagus skli,kategori kecantikan ulasan bagus skli,5,positif,2
elektronik,ternyata produk bisa untuk hdd 3tb,kategori elektronik ulasan ternyata produk bisa untuk hdd 3tb,kategori elektronik ulasan ternyata produk bisa untuk hdd tb,4,positif,2
elektronik,"Warna sesuai pesanan , response cepat , sampai juga cepat , recommend lah","kategori elektronik ulasan Warna sesuai pesanan , response cepat , sampai juga cepat , recommend lah",kategori elektronik ulasan warna sesuai pesanan respon cepat sampai juga cepat rekomendasi lah,5,positif,2
makanan_minuman,"woow cepat sekali pengirimannya...kualitas daging bagus, harga bersahabat,pelayanan ok...bakal jd langganan nih..tq ya","kategori makanan_minuman ulasan woow cepat sekali pengirimannya...kualitas daging bagus, harga bersahabat,pelayanan ok...bakal jd langganan nih..tq ya",kategori makanan minuman ulasan woow cepat sekali pengirimannya kualitas daging bagus harga bersahabat pelayanan oke bakal jadi langganan ini terima kasih iya,5,positif,2
fashion,"Bahan: Sesuai harga
Bentuk dan ukuran: Agak kecil di usia 6 THN no 8
Warna: Sesuai","kategori fashion ulasan Bahan: Sesuai harga
Bentuk dan ukuran: Agak kecil di usia 6 THN no 8
Warna: Sesuai",kategori fashion ulasan bahan sesuai harga bentuk dan ukuran agak kecil di usia tahun no warna sesuai,3,netral,1
kecantikan,"Belanja dengan harga yg lumayan cuma dapet gift seuprit, padahal liat ulasan yg lain pd dapet gift banyak. Kecewa bangetttt .","kategori kecantikan ulasan Belanja dengan harga yg lumayan cuma dapet gift seuprit, padahal liat ulasan yg lain pd dapet gift banyak. Kecewa bangetttt .",kategori kecantikan ulasan belanja dengan harga yang lumayan cuma dapat gift seuprit padahal lihat ulasan yang lain pada dapat gift banyak kecewa bangetttt,2,negatif,0
fashion,Barangnya sudah nyampe dan sesuai dengan foto,kategori fashion ulasan Barangnya sudah nyampe dan sesuai dengan foto,kategori fashion ulasan barangnya sudah sampai dan sesuai dengan foto,5,positif,2
hiburan,Barang sudah kami terima,kategori hiburan ulasan Barang sudah kami terima,kategori hiburan ulasan barang sudah kami terima,2,negatif,0
pertukangan,Sudah digunakan di batang pohon,kategori pertukangan ulasan Sudah digunakan di batang pohon,kategori pertukangan ulasan sudah digunakan di batang pohon,5,positif,2
hiburan,Buku nya kerennn,kategori hiburan ulasan Buku nya kerennn,kategori hiburan ulasan buku nya kerennn,5,positif,2
olahraga,"respon penjual cepat, barang kualitas bagus, karetnya lembut.","kategori olahraga ulasan respon penjual cepat, barang kualitas bagus, karetnya lembut.",kategori olahraga ulasan respon penjual cepat barang kualitas bagus karetnya lembut,5,positif,2
